,Index,Organism,Species,Type (Viral),Enveloped (Viral),Strain,Medium,Medium (specific),wavelength [nm],Light source,k1 [cm2/mJ],k2 [cm2/mJ],% resistant,Log-reduction dose [mJ/cm2],,k1 error,k2 error,Ref,Full Citation
,297,Bacterial spores,Bacillus pumilus spores,,,ASFUVRC,Liquid,-,292,MP Mercury,0.01,,,341.8,,11.5 CFU/mL,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,343,Virus,Vaccinia virus,dsDNA,Yes,-,Liquid,PBS,225,,0.35,,,6.53,,,,30,Rauth AM. The Physical State of Viral Nucleic Acid and the Sensitivity of Viruses to Ultraviolet Light. Biophysical Journal. 1965;5:257-73. DOI: 10.1016/S0006-3495(65)86715-7
,382,Virus,Phage Phi6,dsRNA,Yes,-,Liquid,,222,Filtered KrCl (USHIO),0.36,,,6.40,,0.01,,96,"Ma, Ben, Yarrow S. Linden, Patricia M. Gundy, Charles P. Gerba, Mark D. Sobsey, and Karl G. Linden. “Inactivation of Coronaviruses and Phage Phi6 from Irradiation across UVC Wavelengths.” Environmental Science & Technology Letters 8, no. 5 (May 11, 2021): 425–30. https://doi.org/10.1021/acs.estlett.1c00178."
,264,Virus,Adenovirus,dsDNA,No,ATCCVR846,Liquid,PBS,230,,0.36,,,6.37,,,,35,"Beck SE, Rodriguez RA, Linden KG, Hargy TM, Larason TC, Wright H. Wavelength dependent UV inactivation and DNA damage of adenovirus as measured by cell culture infectivity and long range quantitative PCR. Environ Sci Technol.2014;48(1):591-8. DOI:10.1021/es403850"
,309,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,PBS,220,,0.37,,,6.25,,,,88,"Wang Y, Araud E, Shisler JL, Nguyen TH, Yuan B. Influence of algal organic matter on MS2 bacteriophage inactivation by ultraviolet irradiation at 220 nm and 254 nm. Chemosphere. 2019 Jan;214:195-202.DOI:10.1016/j.chemosphere.2018.09.06"
,295,Virus,Phage T1,dsDNA,No,HER468 (UV),Liquid,-,230,Tunable Laser,0.38,,,6.03,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,296,Virus,Phage T1,dsDNA,No,HER468 (UV),Liquid,-,230,Tunable Laser,0.39,,,5.85,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,292,Virus,Phage T2,dsDNA,No,-,Liquid,-,222,,0.40,,,5.79,,,,33,"Clauss M, Springorum AC, Hartung J. Ultraviolet disinfection with 222 nm wavelength– New options to inactivate UV-resistant pathogens. In: Briese A, Clau ßM, Hartung J, Springorum AC, Hrsg. Proceedingsof the 14th ISAH Congress 2009 – International Society for Animal Hygiene, 19th to 23rd July, Vechta, Germany, Vol. 2. Brno: Tribun EU; 2009.pp. 740-2"
,279,Bacteria,S. epidermidis,,,,Aerosol,RH 55%,222,Filtered KrCl (USHIO),6.30,,,0.37,,,,106,"Huihui Zhang and Alvin C. K. Lai. Evaluation of Single-Pass Disinfection Performance of Far-UVC Light on Airborne Microorganisms in Duct Flows. Environmental Science & Technology 2022 56 (24), 17849-17857. DOI: 10.1021/acs.est.2c04861 "
,310,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,-,220,Tunable Laser,0.41,,,5.62,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,341,Virus,Tulane virus,ssRNA+,No,-,Liquid,wastewater,220,,0.41,,,5.56,,,,91,"Araud E, Fuzawa M, Shisler JL, Li J, Nguyen TH. UV Inactivation of Rotavirus and Tulane Virus Targets Different Components of the Virions. Appl Environ Microbiol. 2020 02;86(4).DOI:10.1128/AEM.02436-19"
,342,Virus,Tulane virus,ssRNA+,No,-,Liquid,wastewater,254,,0.41,,,5.56,,,,91,"Araud E, Fuzawa M, Shisler JL, Li J, Nguyen TH. UV Inactivation of Rotavirus and Tulane Virus Targets Different Components of the Virions. Appl Environ Microbiol. 2020 02;86(4).DOI:10.1128/AEM.02436-19"
,262,Virus,Adenovirus,dsDNA,No,ATCCVR846,Liquid,CBS,224,,0.42,,,5.52,,,,82,"Vazquez-Bravo B, GonçalvesK, ShislerJL, MariñasBJ. Adenovirus Replication Cycle Disruption from Exposureto Polychromatic Ultraviolet Irradiation. Environ Sci Technol.201803;52(6):3652-9. DOI: 10.1021/acs.est.7b06082"
,271,Virus,Encephalomyocarditis virus,ssRNA+,No,-,Liquid,PBS,254,,0.42,,,5.44,,,,30,Rauth AM. The Physical State of Viral Nucleic Acid and the Sensitivity of Viruses to Ultraviolet Light. Biophysical Journal. 1965;5:257-73. DOI: 10.1016/S0006-3495(65)86715-7
,312,Virus,Phage T1,dsDNA,No,HER468 (UV),Liquid,-,280,Tunable Laser,0.42,,,5.42,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,362,Virus,Adenovirus,dsDNA,No,ATCC: VR-846,Aerosol,RH50%,254,LP Mercury,0.43,,,5.40,,0.054,,95,"Walker, Christopher M., and GwangPyo Ko. “Effect of Ultraviolet Germicidal Irradiation on Viral Aerosols.” Environmental Science & Technology 41, no. 15 (August 1, 2007): 5460–65. https://doi.org/10.1021/es070056u."
,363,Virus,Adenovirus,dsDNA,No,ATCC: VR-846,Aerosol,RH27-40%,254,LP Mercury,0.43,,,5.40,,0.054,,95,"Walker, Christopher M., and GwangPyo Ko. “Effect of Ultraviolet Germicidal Irradiation on Viral Aerosols.” Environmental Science & Technology 41, no. 15 (August 1, 2007): 5460–65. https://doi.org/10.1021/es070056u."
,378,Virus,MHV coronavirus,ssRNA+,Yes,-,Liquid,,282,LED,0.43,,,5.35,,0.02,,96,"Ma, Ben, Yarrow S. Linden, Patricia M. Gundy, Charles P. Gerba, Mark D. Sobsey, and Karl G. Linden. “Inactivation of Coronaviruses and Phage Phi6 from Irradiation across UVC Wavelengths.” Environmental Science & Technology Letters 8, no. 5 (May 11, 2021): 425–30. https://doi.org/10.1021/acs.estlett.1c00178."
,313,Virus,Phage T1,dsDNA,No,HER468 (UV),Liquid,-,280,Tunable Laser,0.44,,,5.28,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,403,Virus,Phage QB,ssRNA+,No,,Aerosol,,280,LED,0.44,,,5.23,,0.05,,101,"Kim DK, Kang DH. UVC LED Irradiation Effectively Inactivates Aerosolized Viruses, Bacteria, and Fungi in a Chamber-Type Air Disinfection System. Appl Environ Microbiol. 2018 Aug 17;84(17):e00944-18. doi: 10.1128/AEM.00944-18. PMID: 29959245; PMCID: PMC6102977."
,358,Virus,Phage MS2,ssRNA+,No,ATCC 15597-B,Aerosol,RH50%,254,LP Mercury,0.45,,,5.14,,0.06,,95,"Walker, Christopher M., and GwangPyo Ko. “Effect of Ultraviolet Germicidal Irradiation on Viral Aerosols.” Environmental Science & Technology 41, no. 15 (August 1, 2007): 5460–65. https://doi.org/10.1021/es070056u."
,359,Virus,Phage MS2,ssRNA+,No,ATCC 15597-B,Aerosol,RH32-50%,254,LP Mercury,0.45,,,5.14,,0.06,,95,"Walker, Christopher M., and GwangPyo Ko. “Effect of Ultraviolet Germicidal Irradiation on Viral Aerosols.” Environmental Science & Technology 41, no. 15 (August 1, 2007): 5460–65. https://doi.org/10.1021/es070056u."
,329,Virus,Phage QB,ssRNA+,No,ATCC 23631B1,Liquid,-,222,Tunable Laser,0.45,,,5.12,,,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,263,Virus,Adenovirus,dsDNA,No,ATCCVR846,Liquid,PBS,228,,0.45,,,5.1,,,,80,"Linden KG, Thurston J, Schaefer R, Malley JP Jr. Enhanced UV inactivation of adenoviruses under polychromatic UV lamps.A pplEnviron Microbiol. 2007 Dec;73(23):7571-4. DOI:10.1128/AEM.01587-0781."
,290,Virus,Phage T1,dsDNA,No,HER468 (UV),Liquid,-,230,Tunable Laser,0.46,,,5,,,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,235,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,-,210,Tunable Laser,0.47,,,4.94,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,307,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,PBS,210,,0.47,,,4.93,,,,87,"Beck SE, Rodriguez RA, Hawkins MA, Hargy TM, Larason TC, Linden KG. Comparison of UV-Induced Inactivation and RNA Damage in MS2 Phage across the Germicidal UV Spectrum.ApplEnviron Microbiol. 2015 Dec;82(5):1468-74. DOI:10.1128/AEM.02773-1588."
,331,Virus,Phage QB,ssRNA+,No,ATCC 23631-B1,Liquid,-,220,Tunable Laser,0.47,,,4.9,,8.9 PFU/mL,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,268,Virus,Bacillus megaterium phage (M5),,,M5,Surface,vacuum,230,,0.48,,,4.79,,,,83,"Franklin RM, Friedman M, Setlow RB. The ultraviolet action spectrum of a Bacillus megatherium bacteriophage. Arch Biochem Biophys. 1953;44:259-64. DOI: 10.1016/0003-9861(53)90042-3"
,270,Virus,Encephalomyocarditis virus,ssRNA+,No,-,Liquid,PBS,225,,0.49,,,4.71,,,,30,Rauth AM. The Physical State of Viral Nucleic Acid and the Sensitivity of Viruses to Ultraviolet Light. Biophysical Journal. 1965;5:257-73. DOI: 10.1016/S0006-3495(65)86715-7
,270,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,-,210,Tunable Laser,0.49,,,4.69,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,259,Virus,Adenovirus,dsDNA,No,ATCCVR846,Liquid,PBS,220,,0.49,,,4.66,,,,80,"Linden KG, Thurston J, Schaefer R, Malley JP Jr. Enhanced UV inactivation of adenoviruses under polychromatic UV lamps.A pplEnviron Microbiol. 2007 Dec;73(23):7571-4. DOI:10.1128/AEM.01587-0781."
,336,Virus,Rotavirus,dsRNA,No,ATCC porcine strain OSU,Liquid,wastewater,220,,0.51,,,4.55,,,,91,"Araud E, Fuzawa M, Shisler JL, Li J, Nguyen TH. UV Inactivation of Rotavirus and Tulane Virus Targets Different Components of the Virions. Appl Environ Microbiol. 2020 02;86(4).DOI:10.1128/AEM.02436-19"
,304,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,-,210,Tunable Laser,0.51,,,4.52,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,302,Virus,Phage T1,dsDNA,No,HER468 (UV),Liquid,-,260,Tunable Laser,0.53,,,4.33,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,336,Virus,Phage T7,dsDNA,No,ATCC -11302B38 (m),Liquid,-,290,Tunable Laser,0.54,,,4.3,,8.4 PFU/mL,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,357,Virus,Phage MS2,ssRNA+,No,ATCC 15597-B,Aerosol,RH74-82%,254,LP Mercury,0.54,,,4.28,,0.11,,95,"Walker, Christopher M., and GwangPyo Ko. “Effect of Ultraviolet Germicidal Irradiation on Viral Aerosols.” Environmental Science & Technology 41, no. 15 (August 1, 2007): 5460–65. https://doi.org/10.1021/es070056u."
I checked this citation and can't actually see where they used 222. The paper only mentions 254 nm,291,Virus,Phage T1,dsDNA,No,HER468 (UV),Liquid,-,254,Tunable Laser,0.54,,,4.27,,,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,313,Virus,Phage T1,dsDNA,No,HER468 (UV),Liquid,-,280,Tunable Laser,0.57,,,4.02,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,298,Virus,Phage T1,dsDNA,No,HER468 (UV),Liquid,-,230,Tunable Laser,0.58,,,3.97,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,372,Virus,Human coronavirus,ssRNA+,Yes,HCoV 229E,Liquid,,254,LP Mercury,0.59,,,3.90,,0.04,,96,"Ma, Ben, Yarrow S. Linden, Patricia M. Gundy, Charles P. Gerba, Mark D. Sobsey, and Karl G. Linden. “Inactivation of Coronaviruses and Phage Phi6 from Irradiation across UVC Wavelengths.” Environmental Science & Technology Letters 8, no. 5 (May 11, 2021): 425–30. https://doi.org/10.1021/acs.estlett.1c00178."
,383,Virus,Human coronavirus,ssRNA+,Yes,SARS-CoV-2,Aerosol,,280,LED,0.59,,,3.90,,,,97,"Takamure, Kotaro, Yasumasa Iwatani, Hiroshi Amano, Tetsuya Yagi, and Tomomi Uchiyama. “Inactivation Characteristics of a 280 Nm Deep-UV Irradiation Dose on Aerosolized SARS-CoV-2.” Environment International 177 (July 1, 2023): 108022. https://doi.org/10.1016/j.envint.2023.108022."
,275,Virus,Herpes simplex virus,dsDNA,Yes,-,Liquid,PBS,254,,0.59,,,3.9,,,,30,Rauth AM. The Physical State of Viral Nucleic Acid and the Sensitivity of Viruses to Ultraviolet Light. Biophysical Journal. 1965;5:257-73. DOI: 10.1016/S0006-3495(65)86715-7
,273,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,-,210,Tunable Laser,0.60,,,3.85,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,361,Virus,Adenovirus,dsDNA,No,ATCC: VR-846,Aerosol,RH50-55%,254,LP Mercury,0.61,,,3.80,,0.094,,95,"Walker, Christopher M., and GwangPyo Ko. “Effect of Ultraviolet Germicidal Irradiation on Viral Aerosols.” Environmental Science & Technology 41, no. 15 (August 1, 2007): 5460–65. https://doi.org/10.1021/es070056u."
,309,Virus,Phage T1,dsDNA,No,HER468 (UV),Liquid,-,270,Tunable Laser,0.61,,,3.8,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,335,Virus,Phage T7,dsDNA,No,ATCCBAA1025B2,Liquid,-,290,Tunable Laser,0.61,,,3.8,,6.6 PFU/mL,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,294,Virus,Phage T2,dsDNA,No,-,Liquid,-,254,,0.63,,,3.65,,,,33,"Clauss M, Springorum AC, Hartung J. Ultraviolet disinfection with 222 nm wavelength– New options to inactivate UV-resistant pathogens. In: Briese A, Clau ßM, Hartung J, Springorum AC, Hrsg. Proceedingsof the 14th ISAH Congress 2009 – International Society for Animal Hygiene, 19th to 23rd July, Vechta, Germany, Vol. 2. Brno: Tribun EU; 2009.pp. 740-2"
,305,Virus,Phage T1,dsDNA,No,HER468 (UV),Liquid,-,260,Tunable Laser,0.64,,,3.59,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,300,Virus,Phage T7,dsDNA,No,ATCC -BAA1025B2,Liquid,-,220,Tunable Laser,0.65,,,3.56,,,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,324,Virus,Phage T7,dsDNA,No,ATCC -11302B38 (m),Liquid,-,240,Tunable Laser,0.66,,,3.5,,8.4 PFU/mL,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,292,Virus,Phage T1,dsDNA,No,HER468 (UV),Liquid,-,220,Tunable Laser,0.66,,,3.49,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,301,Virus,Phage T7,dsDNA,No,ATCC -11302B38 (m),Liquid,-,220,Tunable Laser,0.66,,,3.47,,,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,260,Virus,Adenovirus,dsDNA,No,ATCCVR846,Liquid,PBS,220,,0.69,,,3.34,,,,35,"Beck SE, Rodriguez RA, Linden KG, Hargy TM, Larason TC, Wright H. Wavelength dependent UV inactivation and DNA damage of adenovirus as measured by cell culture infectivity and long range quantitative PCR. Environ Sci Technol.2014;48(1):591-8. DOI:10.1021/es403850"
,323,Virus,Phage T7,dsDNA,No,ATCCBAA1025B2,Liquid,-,240,Tunable Laser,0.70,,,3.3,,6.6 PFU/mL,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,334,Virus,Reovirus 3,dsRNA,No,-,Liquid,PBS,225,,0.70,,,3.3,,,,30,Rauth AM. The Physical State of Viral Nucleic Acid and the Sensitivity of Viruses to Ultraviolet Light. Biophysical Journal. 1965;5:257-73. DOI: 10.1016/S0006-3495(65)86715-7
,397,Virus,Phage T1UV,dsDNA,No,GAP EnviroMicrobial Services Ltd.,Liquid,PBS,222,"Filtered KrCl (USHIO, Far UV Technologies)",0.70,,,3.29,,0.01,,100,"Ma, Ben, Kelly Bright, Luisa Ikner, Christian Ley, Saba Seyedi, Charles P. Gerba, Mark D. Sobsey, Patrick Piper, and Karl G. Linden. “UV Inactivation of Common Pathogens and Surrogates Under 222 Nm Irradiation from KrCl* Excimer Lamps.” Photochemistry and Photobiology 99, no. 3 (2023): 975–82. https://doi.org/10.1111/php.13724."
,399,Virus,Human coronavirus ,ssRNA+,Yes,SARS-CoV-2 (Delta),Liquid,PBS,222,"Filtered KrCl (USHIO, Far UV Technologies)",0.71,,,3.24,,0.02,,100,"Ma, Ben, Kelly Bright, Luisa Ikner, Christian Ley, Saba Seyedi, Charles P. Gerba, Mark D. Sobsey, Patrick Piper, and Karl G. Linden. “UV Inactivation of Common Pathogens and Surrogates Under 222 Nm Irradiation from KrCl* Excimer Lamps.” Photochemistry and Photobiology 99, no. 3 (2023): 975–82. https://doi.org/10.1111/php.13724."
,294,Virus,Phage T1,dsDNA,No,HER468 (UV),Liquid,-,220,Tunable Laser,0.72,,,3.22,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,328,Virus,Phage QB,ssRNA+,No,ATCC 23631-B1,Liquid,-,210,Tunable Laser,0.72,,,3.2,,,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,330,Virus,Phage QB,ssRNA+,No,ATCC 23631-B1,Liquid,-,210,Tunable Laser,0.72,,,3.2,,8.9 PFU/mL,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,379,Virus,Human coronavirus ,ssRNA+,Yes,SARS-CoV-2 (hCoV-19/46059T/2020),Liquid,10x PBS,222,Filtered KrCl (USHIO),0.73,,,3.15,,0.03,,96,Hiroki Kitagawa - 1st International Congress on Far-UVC Science and Technology
,322,Virus,Phage T7,dsDNA,No,ATCC -11302B38 (m),Liquid,-,230,Tunable Laser,0.74,,,3.1,,8.4 PFU/mL,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,360,Virus,Adenovirus,dsDNA,No,ATCC: VR-846,Aerosol,RH76-80%,254,LP Mercury,0.76,,,3.01,,0.028,,95,"Walker, Christopher M., and GwangPyo Ko. “Effect of Ultraviolet Germicidal Irradiation on Viral Aerosols.” Environmental Science & Technology 41, no. 15 (August 1, 2007): 5460–65. https://doi.org/10.1021/es070056u."
,345,Virus,Vaccinia virus,dsDNA,Yes,-,Surface,agar,230.2,,0.77,,,3,,,,67,"Rivers TM, Gates FL.Ultra-violet light and vaccinevirus : II. The effect of monochromatic ultra-violet light upon vaccinevirus. JExp Med. 1928 Jan;47(1):45-9.DOI: 10.1084/jem.47.1.45"
